"","solID","mape","decomp.rssd","nrmse","nrmse_test","nrmse_train","nrmse_val","facebook_S_thetas","newsletter_thetas","ooh_S_thetas","print_S_thetas","search_S_thetas","tv_S_thetas","facebook_S_alphas","newsletter_alphas","ooh_S_alphas","print_S_alphas","search_S_alphas","tv_S_alphas","facebook_S_gammas","newsletter_gammas","ooh_S_gammas","print_S_gammas","search_S_gammas","tv_S_gammas","cluster","n","top_sol"
"45","1_462_1",0,0.536393541008226,0.071960828108754,0.107801906829505,0.0553053644048292,0.071960828108754,0.361978281503995,0.313059535178004,0.319158437220999,0.274122458993737,0.318903613265104,0.132843704519392,0.822766443950647,0.382040302289956,0.327704679349973,0.879022719914273,0.486444432621218,0.922150525309252,0.211922804071506,0.643136529095824,0.229341616851211,0.44028491194613,0.42977834812946,0.0753414053718836,2,26,FALSE
"46","1_463_1",0,0.535875265215468,0.104261222051212,0.130553609398036,0.0735155837835304,0.104261222051212,0.248862493136796,0.444012229084908,0.419271191236969,0.799241809422986,0.344410214686798,0.136526957795925,0.830900744139084,0.766497584227419,0.120103760294794,0.139649472501788,0.440468076905728,0.888360315332955,0.935354101031943,0.595786738226556,0.466746214275709,0.630687634022253,0.392765674393047,0.0751812484747178,1,41,FALSE
"47","1_468_1",0,0.447497028318107,0.121849687824808,0.0537362737535694,0.0605092138848698,0.121849687824808,0.275481227357923,0.469865891072571,0.834489780438684,0.513985736041983,0.426216626820413,0.184415291357995,0.824555040636542,0.657161891824411,0.138143173026415,0.927606144841059,0.513917076827625,0.79976570727196,0.614001882708816,1,0.201052803587561,0.719856320768687,0.268799085183151,0.0522945710994503,1,41,FALSE
"48","1_469_1",0,0.479792792227192,0.0838790615656407,0.123894061726044,0.0586401653954225,0.0838790615656407,0.198128156869167,0.778380025342749,0.323968066258558,0.72444180679531,0.232145112420409,0.253578966399938,0.867579639397092,0.694032025898563,0.0123788357036844,1,0.877533313244349,0.751164984394856,0.442007094044134,0.824498752995164,0.0256169677997068,0.762460757742324,0.430980172138486,0.0317401195738124,1,41,FALSE
"49","1_472_1",0,0.527690432265027,0.108556770735441,0.142314716113836,0.0821013011991604,0.108556770735441,0.470777859683634,0.830569731742566,0.942020425920158,0.190966710692317,0.309512184176416,0.23401525846033,0.865431543901037,0.113369455575436,0.172237783276109,0.407351828160882,0.890243129542649,0.869920474265294,0.854591043607709,0.852449392403919,0.241061809616779,0.405903700249049,0.467495527052775,0.060458392096187,1,41,FALSE
"50","1_473_1",0,0.483204962735871,0.126481050378485,0.0769927271205313,0.0729694809398397,0.126481050378485,0.278934183917505,0.593637054668442,0.765379037907397,0.597206939969558,0.448591602039951,0.147938575612669,0.813468984064321,0.62258041789066,0.18652413249056,0.809491652987293,0.45304268994268,0.705777914722857,0.470544229014585,0.661264689062739,0.325428644658005,0.585796996381647,0.297797447309113,0.0703087633162997,1,41,FALSE
"51","1_474_1",0,0.470763719043618,0.123265666449725,0.0722613618543328,0.0717367912662578,0.123265666449725,0.473158326614977,0.554186891495802,0.854772464618298,0.124860928363301,0.659570235871132,0.0810053139380662,0.812544352156222,0.336689541652601,0.223512116993294,0.411676706224402,0.231759126655683,0.62693443702621,0.148076068628021,0.475498248967808,0.473324133587088,0.353379894096922,0.0719640137636105,0.11910880074837,2,26,FALSE
"52","1_476_1",0,0.616147046636939,0.0864649237679157,0.118489724817669,0.0622427492954746,0.0864649237679157,0.185362881527056,0.132900951358159,0.0831836632733614,0.37863642686004,0.254589938740716,0.361160980777616,0.844645416524384,0.602367534215582,0.313450351253717,0.567460351415205,0.471233863981701,0.674734575721303,0.00328145235911559,0.941631661034363,0.109097513673457,0.468650835324201,0.615124520270817,0.034151685520009,2,26,FALSE
"53","1_478_1",0,0.626066931515553,0.0877483119622571,0.122729959131257,0.0637560177154658,0.0877483119622571,0.36324776143968,0.319171441067425,0.323668495916433,0.416265045828333,0.508437638832525,0.188613721342907,0.837129799231887,0.378572211501493,0.369086537065693,0.742084722927952,0.69462137344218,0.574180974094376,0.206623197581513,0.633202873262578,0.25921016068211,0.677940000038642,0.363566804710293,0.0614966053033782,2,26,FALSE
"54","1_482_1",0,0.504556858075733,0.105870028912663,0.133730189050793,0.0795203282025856,0.105870028912663,0.432545827999946,0.747232174953688,0.84588657355516,0.456285057296456,0.542427970204467,0,0.796959948083246,0.328265099369383,0.00819618437566183,0.840488584720361,0.552345441985111,0.4145733187954,0,0.570062984485055,0.206320519606475,0.605525102589447,0.268234034738601,0.096458368234138,2,26,FALSE
"55","1_483_1",0,0.386027319200038,0.110136301260253,0.0380819565034902,0.0537958434898674,0.110136301260253,0.0924486289973038,0.612024565209947,0.913301841861354,0.49306985178668,0.195087938618416,0.362438638182257,0.865873915789775,0.702594263917253,0.260777763119024,0.617449864189338,0.745135988106679,0.957137275551159,0.700657935582715,0.638910444461226,0.396665626516376,0.570376736539688,0.293866572000532,0,1,41,FALSE
"56","1_484_1",0,0.461136239581085,0.228988745087732,0.0904755182394923,0.0835990806605663,0.228988745087732,0.330498183807238,0.571610165161534,0.97153636431527,0.771860686378963,0.456100249182104,0.0373090297150018,0.796540273475722,0.627113634400096,0.0516709016458941,0.894078905189187,0.427295889236681,0.428134171733627,0.603084433128321,0.569397340481671,0.413349777163667,0.588442116958995,0.234227657290895,0.0764398091414152,1,41,FALSE
"57","1_486_1",0,0.607401360897726,0.0886586165524748,0.130625182004128,0.0637612101667701,0.0886586165524748,0,0.469734467779132,0.796775053125972,0.333292487966347,0.420904673362784,0.367938380729807,0.868517988935403,0.982473728253649,0.426055368974568,0.377687099048321,0.655724312287144,0.67060048060849,0.960455184247249,0.74475337958395,0.475981319110188,0.443555583663946,0.388102235514234,0.0359353285671882,1,41,FALSE
"58","1_487_1",0,0.447370464788779,0.114943438837624,0.0460100726039263,0.0567430254910277,0.114943438837624,0.508680080166733,0.609650684104679,0.896833567484672,0.555361706725767,0.238746913485042,0.328822313233058,0.886741054237208,0.244877682733523,0.216945422529969,0.685622813687772,0.708210167406741,0.881913881294632,0.232083231020487,0.44367396713122,0.336747633115982,0.600018016509871,0.296831878546804,0.00576678664072883,2,26,FALSE
"59","1_488_1",0,0.521623958808711,0.100616751693944,0.140334534817053,0.0735446710996171,0.100616751693944,0.21612357215472,0.347076826308933,0.752082394837575,0.718283365396905,0.502037720976745,0.564365545052243,0.854106372136556,0.922890194676867,0.0386753847036678,0.83793143370763,0.98016363088363,0.459419670784763,0.881159023268173,0.879252924093378,0.070239533371631,0.613627237601474,0.359037271061024,0.00547583177323237,1,41,FALSE
"60","1_489_1",0,0.300087874557305,0.116266817263388,0.0350341209529494,0.0515900824971229,0.116266817263388,0.173173054862817,0.783452899215636,0.502576977876031,0.162781208170686,0.384054314535251,0.183908559268422,0.819849757090345,0.73545954148175,0,0.977492108511398,0.430673254420273,0.965663730467071,0.864937888537815,0.510971905692538,0.00316288497139581,0.715021573879868,0.11347493836287,0.0375710214645103,1,41,TRUE
"61","1_490_1",0,0.642088012413311,0.107011334030427,0.131321174429583,0.0757564209736714,0.107011334030427,0.309297962273304,0.495436533121057,0.0544049472286993,0.45264164759073,0.312359577545183,0.0126856340249258,0.814998030004249,0.546024338484645,0.371928777042378,0.614450448569639,0.698576170509544,0.971264431552852,0.420903700041395,0.505753613707928,0.137530134976726,0.597865253175891,0.345991902857096,0.0968623517925159,2,26,FALSE
"62","1_492_1",0,0.351956684458745,0.113565222319203,0.0416045312046481,0.0545303215519592,0.113565222319203,0.342014199878031,0.317117834254305,0.462045566461322,0.153703171733676,0.440430974934039,0.077107378744461,0.784582538167431,0.415182314733079,0.31780161082757,0.861016406702007,0.128956385660909,0.910248679077723,0.550267439645748,0.392315051208468,0.229341616851211,0.402333564856166,0.175774161019394,0.080006126880365,2,26,TRUE
